icd10Code;icd10Title;;;;;;
K52.2;Alergiczne pokarmowe zapalenie żołądka, jelita cienkiego i okrężnicy;;;;;;
K52.2;Alergiczne pokarmowe zapalenie żołądka, jelita cienkiego i okrężnicy;;;;;;
K52.2;Alergiczne pokarmowe zapalenie żołądka, jelita cienkiego i okrężnicy;;;;;;
K52.2;Alergiczne pokarmowe zapalenie żołądka, jelita cienkiego i okrężnicy;;;;;;
K52.2;Alergiczne pokarmowe zapalenie żołądka, jelita cienkiego i okrężnicy;;;;;;
K52.2;Alergiczne pokarmowe zapalenie żołądka, jelita cienkiego i okrężnicy;;;;;;
K52.2;Alergiczne pokarmowe zapalenie żołądka, jelita cienkiego i okrężnicy;;;;;;
J30.1;Alergiczne zapalenie błony śluzowej nosa spowodowane pyłkami kwiatowymi;;;;;;
K70;Alkoholowa choroba wątroby;;;;;;
K70;Alkoholowa choroba wątroby;;;;;;
K70;Alkoholowa choroba wątroby;;;;;;
K70.3;Alkoholowa marskość wątroby;;;;;;
K85.2;Alkoholowe ostre zapalenie trzustki;;;;;;
K86.0;Alkoholowe przewlekłe zapalenie trzustki;;;;;;
K70.0;Alkoholowe stłuszczenie wątroby;;;;;;
K70.1;Alkoholowe zapalenie wątroby;;;;;;
K70.1;Alkoholowe zapalenie wątroby;;;;;;
K70.1;Alkoholowe zapalenie wątroby;;;;;;
K70.1;Alkoholowe zapalenie wątroby;;;;;;
K29.2;Alkoholowe zapalenie żołądka;;;;;;
K70.2;Alkoholowe zwłóknienie i stwardnienie wątroby;;;;;;
B48.2;Alleszerioza;;;;;;
J63.0;Aluminoza (płuca);;;;;;
F44.0;Amnezja dysocjacyjna;;;;;;
F44.0;Amnezja dysocjacyjna;;;;;;
F44.0;Amnezja dysocjacyjna;;;;;;
R41.1;Amnezja następowa;;;;;;
R41.2;Amnezja wsteczna;;;;;;
S48;Amputacja urazowa barku i ramienia;;;;;;
S48;Amputacja urazowa barku i ramienia;;;;;;
S48;Amputacja urazowa barku i ramienia;;;;;;
S48;Amputacja urazowa barku i ramienia;;;;;;
S48;Amputacja urazowa barku i ramienia;;;;;;
S48;Amputacja urazowa barku i ramienia;;;;;;
S78;Amputacja urazowa biodra i uda;;;;;;
S78;Amputacja urazowa biodra i uda;;;;;;
S78;Amputacja urazowa biodra i uda;;;;;;
S78;Amputacja urazowa biodra i uda;;;;;;
S78;Amputacja urazowa biodra i uda;;;;;;
S78;Amputacja urazowa biodra i uda;;;;;;
S08;Amputacja urazowa części głowy;;;;;;
S08;Amputacja urazowa części głowy;;;;;;
S08;Amputacja urazowa części głowy;;;;;;
S08;Amputacja urazowa części głowy;;;;;;
S08;Amputacja urazowa części głowy;;;;;;
S08;Amputacja urazowa części głowy;;;;;;
S08;Amputacja urazowa części głowy;;;;;;
S08;Amputacja urazowa części głowy;;;;;;
S28.1;Amputacja urazowa części klatki piersiowej;;;;;;
S68.2;Amputacja urazowa dwóch lub więcej palców (całkowita) (częściowa);;;;;;
S68.2;Amputacja urazowa dwóch lub więcej palców (całkowita) (częściowa);;;;;;
S68.2;Amputacja urazowa dwóch lub więcej palców (całkowita) (częściowa);;;;;;
S68.2;Amputacja urazowa dwóch lub więcej palców (całkowita) (częściowa);;;;;;
S68.2;Amputacja urazowa dwóch lub więcej palców (całkowita) (częściowa);;;;;;
S68.2;Amputacja urazowa dwóch lub więcej palców (całkowita) (częściowa);;;;;;
S98.2;Amputacja urazowa dwóch lub więcej palców stopy;;;;;;
S08.8;Amputacja urazowa innych części głowy;;;;;;
S98.3;Amputacja urazowa innych części stopy;;;;;;
S38.3;Amputacja urazowa innych i nieokreślonych części brzucha, dolnej części grzbietu i miednicy;;;;;;
S98.1;Amputacja urazowa jednego palca stopy;;;;;;
S68.0;Amputacja urazowa kciuka (całkowita) (częściowa);;;;;;
S68.0;Amputacja urazowa kciuka (całkowita) (częściowa);;;;;;
S68.0;Amputacja urazowa kciuka (całkowita) (częściowa);;;;;;
S68.0;Amputacja urazowa kciuka (całkowita) (częściowa);;;;;;
S68.0;Amputacja urazowa kciuka (całkowita) (częściowa);;;;;;
S68.0;Amputacja urazowa kciuka (całkowita) (częściowa);;;;;;
S88.0;Amputacja urazowa na poziomie kolana;;;;;;
S88.0;Amputacja urazowa na poziomie kolana;;;;;;
S88.0;Amputacja urazowa na poziomie kolana;;;;;;
S58.0;Amputacja urazowa na poziomie łokcia;;;;;;
S78.1;Amputacja urazowa na poziomie między biodrem i kolanem;;;;;;
S88.1;Amputacja urazowa na poziomie między kolanem i stawem skokowym;;;;;;
S88.1;Amputacja urazowa na poziomie między kolanem i stawem skokowym;;;;;;
S88.1;Amputacja urazowa na poziomie między kolanem i stawem skokowym;;;;;;
S48.1;Amputacja urazowa na poziomie pomiędzy barkiem i łokciem;;;;;;
S58.1;Amputacja urazowa na poziomie pomiędzy łokciem i nadgarstkiem;;;;;;
S98.0;Amputacja urazowa na poziomie stawu skokowego;;;;;;
S18;Amputacja urazowa na poziomie szyi;;;;;;
S68;Amputacja urazowa nadgarstka i ręki;;;;;;
S68;Amputacja urazowa nadgarstka i ręki;;;;;;
S68;Amputacja urazowa nadgarstka i ręki;;;;;;
S88;Amputacja urazowa podudzia;;;;;;
S88;Amputacja urazowa podudzia;;;;;;
S88;Amputacja urazowa podudzia;;;;;;
S68.1;Amputacja urazowa pojedynczego, innego palca (całkowita) (częściowa);;;;;;
S58;Amputacja urazowa przedramienia;;;;;;
S58;Amputacja urazowa przedramienia;;;;;;
S58;Amputacja urazowa przedramienia;;;;;;
S58;Amputacja urazowa przedramienia;;;;;;
S58;Amputacja urazowa przedramienia;;;;;;
S58;Amputacja urazowa przedramienia;;;;;;
S98;Amputacja urazowa stawu skokowego i stopy;;;;;;
S98;Amputacja urazowa stawu skokowego i stopy;;;;;;
S98;Amputacja urazowa stawu skokowego i stopy;;;;;;
S98;Amputacja urazowa stawu skokowego i stopy;;;;;;
S98;Amputacja urazowa stawu skokowego i stopy;;;;;;
S98;Amputacja urazowa stawu skokowego i stopy;;;;;;
S98;Amputacja urazowa stawu skokowego i stopy;;;;;;
S08.1;Amputacja urazowa ucha;;;;;;
S08.1;Amputacja urazowa ucha;;;;;;
S08.1;Amputacja urazowa ucha;;;;;;
S08.1;Amputacja urazowa ucha;;;;;;
S08.1;Amputacja urazowa ucha;;;;;;
S48.0;Amputacja urazowa w miejscu stawu ramiennego;;;;;;
S78.0;Amputacja urazowa w stawie biodrowym;;;;;;
S38.2;Amputacja urazowa zewnętrznych narządów płciowych;;;;;;
S38.2;Amputacja urazowa zewnętrznych narządów płciowych;;;;;;
S38.2;Amputacja urazowa zewnętrznych narządów płciowych;;;;;;
S38.2;Amputacja urazowa zewnętrznych narządów płciowych;;;;;;
S38.2;Amputacja urazowa zewnętrznych narządów płciowych;;;;;;
S38.2;Amputacja urazowa zewnętrznych narządów płciowych;;;;;;
S38.2;Amputacja urazowa zewnętrznych narządów płciowych;;;;;;
S38.2;Amputacja urazowa zewnętrznych narządów płciowych;;;;;;
T05;Amputacje urazowe obejmujące liczne okolice ciała;;;;;;
E85;Amyloidoza [skrobiawica];;;;;;
E85;Amyloidoza [skrobiawica];;;;;;
E85;Amyloidoza [skrobiawica];;;;;;
E85.2;Amyloidoza dziedziczna lub rodzinna, nieokreślona;;;;;;
E85.2;Amyloidoza dziedziczna lub rodzinna, nieokreślona;;;;;;
E85.2;Amyloidoza dziedziczna lub rodzinna, nieokreślona;;;;;;
E85.1;Amyloidoza dziedziczna lub rodzinna, postać neuropatyczna;;;;;;
E85.0;Amyloidoza układowa dziedziczna lub rodzinna, postać nieneuropatyczna;;;;;;
L65.1;Anagenowe wypadanie włosów;;;;;;
L65.1;Anagenowe wypadanie włosów;;;;;;
Z55.0;Analfabetyzm i półanalfabetyzm;;;;;;
K55.3;Angiodysplazja jelita cienkiego;;;;;;
K55.2;Angiodysplazja jelita grubego;;;;;;
B81.3;Angiostrongyloza jelitowa;;;;;;
B81.0;Anisakioza;;;;;;
Q22.5;Anomalia Ebsteina;;;;;;
R48.2;Apraksja;;;;;;
M14.2;Artropatia cukrzycowa (E10-E14 ze wspólnym czwartym znakiem kodu .6+);;;;;;
M14.0;Artropatia dnawa związana z defektami enzymatycznymi i innymi dziedzicznymi zaburzeniami;;;;;;
M02.0;Artropatia po dokonaniu omijających połączeń [bypassów] jelitowych;;;;;;
M14.8;Artropatia towarzysząca innym określonym chorobom sklasyfikowanym gdzie indziej;;;;;;
M36.2;Artropatia w przebiegu hemofilii (D66-D68+);;;;;;
M36.4;Artropatia w przebiegu reakcji nadwrażliwości sklasyfikowanych gdzie indziej;;;;;;
M14.6;Artropatia związana z chorobami neurologicznymi;;;;;;
M14.6;Artropatia związana z chorobami neurologicznymi;;;;;;
M14.6;Artropatia związana z chorobami neurologicznymi;;;;;;
M14.6;Artropatia związana z chorobami neurologicznymi;;;;;;
M00-M25;Artropatie;;;;;;
M00-M25;Artropatie;;;;;;
M00-M25;Artropatie;;;;;;
M00-M25;Artropatie;;;;;;
M00-M25;Artropatie;;;;;;
M00-M25;Artropatie;;;;;;
M00-M25;Artropatie;;;;;;
M00-M25;Artropatie;;;;;;
M00-M25;Artropatie;;;;;;
M00-M25;Artropatie;;;;;;
M00-M25;Artropatie;;;;;;
M02;Artropatie odczynowe;;;;;;
M02;Artropatie odczynowe;;;;;;
M03;Artropatie pozakaźne i odczynowe w przebiegu chorób sklasyfikowanych gdzie indziej;;;;;;
M03;Artropatie pozakaźne i odczynowe w przebiegu chorób sklasyfikowanych gdzie indziej;;;;;;
M03;Artropatie pozakaźne i odczynowe w przebiegu chorób sklasyfikowanych gdzie indziej;;;;;;
M03;Artropatie pozakaźne i odczynowe w przebiegu chorób sklasyfikowanych gdzie indziej;;;;;;
M03;Artropatie pozakaźne i odczynowe w przebiegu chorób sklasyfikowanych gdzie indziej;;;;;;
M03;Artropatie pozakaźne i odczynowe w przebiegu chorób sklasyfikowanych gdzie indziej;;;;;;
M03;Artropatie pozakaźne i odczynowe w przebiegu chorób sklasyfikowanych gdzie indziej;;;;;;
M14;Artropatie w przebiegu innych chorób sklasyfikowanych gdzie indziej;;;;;;
M14;Artropatie w przebiegu innych chorób sklasyfikowanych gdzie indziej;;;;;;
M05-M14;Artropatie wielostawowe zapalne;;;;;;
M05-M14;Artropatie wielostawowe zapalne;;;;;;
M00-M03;Artropatie związane z zakażeniami;;;;;;
M00-M03;Artropatie związane z zakażeniami;;;;;;
M00-M03;Artropatie związane z zakażeniami;;;;;;
R09.0;Asfiksja;;;;;;
B44;Aspergiloza;;;;;;
B44;Aspergiloza;;;;;;
B44;Aspergiloza;;;;;;
B44;Aspergiloza;;;;;;
B44;Aspergiloza;;;;;;
B44;Aspergiloza;;;;;;
B44;Aspergiloza;;;;;;
B44;Aspergiloza;;;;;;
B44.2;Aspergiloza migdałków;;;;;;
B44.7;Aspergiloza rozsiana;;;;;;
W80;Aspiracja i połknięcie innych przedmiotów powodujące zablokowanie dróg oddechowych;;;;;;
W78;Aspiracja treści żołądkowej;;;;;;
W78;Aspiracja treści żołądkowej;;;;;;
J45;Astma oskrzelowa;;;;;;
J45;Astma oskrzelowa;;;;;;
J45;Astma oskrzelowa;;;;;;
J45;Astma oskrzelowa;;;;;;
J45;Astma oskrzelowa;;;;;;
J45.1;Astma oskrzelowa niealergiczna;;;;;;
J45.1;Astma oskrzelowa niealergiczna;;;;;;
J45.1;Astma oskrzelowa niealergiczna;;;;;;
J45.0;Astma oskrzelowa w głównej mierze z przyczyn alergicznych;;;;;;
J45.0;Astma oskrzelowa w głównej mierze z przyczyn alergicznych;;;;;;
J45.0;Astma oskrzelowa w głównej mierze z przyczyn alergicznych;;;;;;
J45.9;Astma oskrzelowa, nieokreślona;;;;;;
J45.9;Astma oskrzelowa, nieokreślona;;;;;;
J45.9;Astma oskrzelowa, nieokreślona;;;;;;
H52.2;Astygmatyzm;;;;;;
Q67.0;Asymetria twarzy;;;;;;
G11;Ataksja dziedziczna;;;;;;
G11;Ataksja dziedziczna;;;;;;
G11;Ataksja dziedziczna;;;;;;
G11;Ataksja dziedziczna;;;;;;
G11;Ataksja dziedziczna;;;;;;
G11;Ataksja dziedziczna;;;;;;
G11;Ataksja dziedziczna;;;;;;
G11;Ataksja dziedziczna;;;;;;
G11;Ataksja dziedziczna;;;;;;
G11;Ataksja dziedziczna;;;;;;
G11;Ataksja dziedziczna;;;;;;
G11;Ataksja dziedziczna;;;;;;
G11;Ataksja dziedziczna;;;;;;
G11;Ataksja dziedziczna;;;;;;
G11;Ataksja dziedziczna;;;;;;
G11;Ataksja dziedziczna;;;;;;
G11;Ataksja dziedziczna;;;;;;
G11;Ataksja dziedziczna;;;;;;
G11;Ataksja dziedziczna;;;;;;
G11.0;Ataksja wrodzona niepostępująca;;;;;;
R27.0;Ataksja, nieokreślona;;;;;;
G80.4;Ataktyczne mózgowe porażenie dziecięce;;;;;;
L20;Atopowe zapalenie skóry;;;;;;
L20.9;Atopowe zapalenie skóry, nieokreślone;;;;;;
L20.9;Atopowe zapalenie skóry, nieokreślone;;;;;;
C92.2;Atypowa przewlekła białaczka szpikowa, bez obecności BCR/ABL;;;;;;
A83.4;Australijskie zapalenie mózgu;;;;;;
L30.2;Autoalergizacja skórna;;;;;;
M31.0;Autoimmunologiczne zapalenie naczyń;;;;;;
M31.0;Autoimmunologiczne zapalenie naczyń;;;;;;
M31.0;Autoimmunologiczne zapalenie naczyń;;;;;;
M31.0;Autoimmunologiczne zapalenie naczyń;;;;;;
K75.4;Autoimmunologiczne zapalenie wątroby;;;;;;
B60.0;Babezjoza;;;;;;
Z02;Badania i usługi dla celów administracyjnych;;;;;;
Z02;Badania i usługi dla celów administracyjnych;;;;;;
Z02;Badania i usługi dla celów administracyjnych;;;;;;
Z09.8;Badania kontrolne po innym leczeniu z powodu innych chorób;;;;;;
Z09;Badania kontrolne po leczeniu chorób innych niż nowotwory złośliwe;;;;;;
Z09;Badania kontrolne po leczeniu chorób innych niż nowotwory złośliwe;;;;;;
Z09;Badania kontrolne po leczeniu chorób innych niż nowotwory złośliwe;;;;;;
Z08;Badania kontrolne po leczeniu nowotworów złośliwych;;;;;;
Z01.2;Badanie dentystyczne;;;;;;
Z02.6;Badanie do celów ubezpieczeniowych;;;;;;
Z01.4;Badanie ginekologiczne (ogólne) (rutynowe);;;;;;
Z04.3;Badanie i obserwacja następstw innych wypadków;;;;;;
Z04.1;Badanie i obserwacja następstw wypadku komunikacyjnego;;;;;;
Z04.2;Badanie i obserwacja następstw wypadku przy pracy;;;;;;
Z04.4;Badanie i obserwacja po domniemanym gwałcie lub uwiedzeniu;;;;;;
Z04.8;Badanie i obserwacja z innych określonych przyczyn;;;;;;
Z04.8;Badanie i obserwacja z innych określonych przyczyn;;;;;;
Z04.8;Badanie i obserwacja z innych określonych przyczyn;;;;;;
Z04.8;Badanie i obserwacja z innych określonych przyczyn;;;;;;
Z04.8;Badanie i obserwacja z innych określonych przyczyn;;;;;;
Z04.8;Badanie i obserwacja z innych określonych przyczyn;;;;;;
Z04.8;Badanie i obserwacja z innych określonych przyczyn;;;;;;
Z04.8;Badanie i obserwacja z innych określonych przyczyn;;;;;;
Z04.8;Badanie i obserwacja z innych określonych przyczyn;;;;;;
Z04.8;Badanie i obserwacja z innych określonych przyczyn;;;;;;
Z04.8;Badanie i obserwacja z innych określonych przyczyn;;;;;;
Z04.8;Badanie i obserwacja z innych określonych przyczyn;;;;;;
Z04.8;Badanie i obserwacja z innych określonych przyczyn;;;;;;
Z04.8;Badanie i obserwacja z innych określonych przyczyn;;;;;;
Z04.8;Badanie i obserwacja z innych określonych przyczyn;;;;;;
Z04.8;Badanie i obserwacja z innych określonych przyczyn;;;;;;
Z04.8;Badanie i obserwacja z innych określonych przyczyn;;;;;;
Z04.8;Badanie i obserwacja z innych określonych przyczyn;;;;;;
Z04.8;Badanie i obserwacja z innych określonych przyczyn;;;;;;
Z04.8;Badanie i obserwacja z innych określonych przyczyn;;;;;;
Z04.8;Badanie i obserwacja z innych określonych przyczyn;;;;;;
Z04.8;Badanie i obserwacja z innych określonych przyczyn;;;;;;
Z04.8;Badanie i obserwacja z innych określonych przyczyn;;;;;;
Z04.8;Badanie i obserwacja z innych określonych przyczyn;;;;;;
Z04.8;Badanie i obserwacja z innych określonych przyczyn;;;;;;
Z04.8;Badanie i obserwacja z innych określonych przyczyn;;;;;;
Z04.8;Badanie i obserwacja z innych określonych przyczyn;;;;;;
